file_id,url,title,name,class,order,family,describe,feature,size,habitat,inner,outer,level,others
051-穿山甲属,http://localhost:8000/info/static/animals/051-穿山甲属.txt,《穿山甲属》,穿山甲属,哺乳纲,鳞甲目,穿山甲科,穿山甲属包括分布在亚洲的四个物种。形态狭长，全身有鳞甲，四肢粗短，尾扁平而长，背面略隆起。不同个体体重和身长差异极大。头呈圆锥状，眼小，吻尖。舌长，无齿。耳不发达。足具5趾，并有强爪；前足爪长，尤以中间第3爪特长，后足爪较短小。穿山甲的外壳是由被称作角蛋白的有机骨骼结构组成，它大约占穿山甲总体重的20%。全身鳞甲如瓦状。自额顶部至背、四肢外侧、尾背腹面都有。鳞甲从背脊中央向两侧排列，呈纵列状。鳞片呈黑褐色。鳞有三种形状：背鳞成阔的菱形，鳞基有纵纹，边缘光滑。纵纹条数不一，随鳞片大小而定。腹侧、前肢近腹部内侧和后肢鳞片成盾状，中央有龙骨状突起，鳞基也有纵纹。尾侧鳞成折合状。鳞片之间杂有硬毛。两颊、眼、耳以及颈腹部、四肢外侧、尾基都生有长的白色和棕黄色稀疏的硬毛。绒毛极少。成体两相邻鳞片基部毛相合，似成束状。雌体有乳头1对。 [4] 穿山甲是特化物种、视觉基本退化、尤以嗅觉灵敏。 穿山甲的肝脏不大，肝解毒功能弱，免疫系统弱，属于单室胃，胃中披着角质膜，胃腺部的黏膜处密布许多呈"S"型的皱襞，借吞食时吞进胃中的小砂石将食物磨碎。穿山甲肠管表面平滑，小肠长。 [5],,,山麓地带的草丛中或较潮湿的丘陵杂灌丛，挖洞居住，多筑洞于泥土地带。[4],,印度，尼泊尔，巴基斯坦，斯里兰卡，不丹，中国，老挝，缅甸，尼泊尔，泰国，越南，文莱，柬埔寨，印尼，马来西亚，新加坡，菲律宾,濒危,
052-黑果鸽,http://localhost:8000/info/static/animals/052-黑果鸽.txt,《黑果鸽》,黑果鸽,鸟纲,鸽形目,鸠鸽科,体大(43厘米)的近黑色林鸽。颈侧有绿色金属闪辉，体羽余部闪紫辉。上下体羽均炭灰色。,虹膜－深褐；嘴－深蓝；脚－红色。,43厘米,栖于小岛的亚热带阔叶林。结群活动。,台湾，山东,,濒危,
053-红瘰疣螈,http://localhost:8000/info/static/animals/053-红瘰疣螈.txt,《红瘰疣螈》,红瘰疣螈,两栖纲,有尾目,蝾螈科,红瘰疣螈，为蝾螈科两栖动物。雄螈全长136毫米～150毫米，雌螈147毫米～170毫米。头部平扁，两侧脊棱显著隆起，无唇褶，体两侧各有1排球形瘰粒14～16粒。彼此分界明显。指4，趾5。尾较弱而侧扁，鳍褶较低。背面棕黑色；头部、四肢、尾部以及背脊棱和瘰疣部位均为棕红色或棕黄色。捕食蚯蚓、蜈蚣、步行虫、蜗牛等。 在云南西部分布较广，数量也较多，但因其去内脏的干制品而被捕捉；又以其色斑艳丽，活体也被出售供饲养观赏，数量急剧减少。加以人口增长，开发山区，栖息环境日益缩小，也影响其数量，需加以保护。,红瘰疣螈全长125-200毫米，尾长约占头体长的76%（雌）85%（雄）。犁骨齿列呈尖端向前的倒"V"字形。皮肤粗糙，密布瘰粒。头背两侧有显著的骨质嵴棱。体色以棕黑色为主，前后肢贴体相向彼此超越4个瘰疣距离。红瘰疣螈体色虽与细痣棘螈相似，但红瘰疣螈头背嵴棱与背侧两列瘰疣均极发达，瘰疣下方无肋骨尖端支持，产卵于水中；细痣棘螈的头背嵴棱与背侧两列瘰疣均较不发达，瘰疣下方有肋骨尖端支持，产卵于陆地。头体长91.5-122.0毫米，尾长91.5-114.3毫米。头两侧脊棱明显，后端向内弯曲，形成近似于三角形，头中部脊棱较低，从头前部向后延伸，但不到达侧脊棱后方，头侧脊棱后端与耳后腺前端相连接，耳后腺略向内弯，而且有点类似人耳的轮廓；吻圆，鼻孔靠近吻端，呈半环状，被一片小皮肤瓣盖住，鼻孔间距适度；眼大小适中；上眼睑大，具颗粒；上、下颌具齿，犁骨齿列呈“∧”形。皮肤粗糙，体侧钮扣状圆形瘰粒15枚左右；第一枚瘰粒位于腋部后上方或其后一短距离，其高低位置与耳后腺在同一水平上，当后肢伸展与体呈直角时，在后肢后方有3个瘰粒。背中央纵行腺质脊棱始于头侧左右脊棱末端的卷钩（耳后腺）水平连线上，终止于尾基部。腹侧有一列疣粒，其大小略大于身体其他部位的疣粒，从前肢腋部到胯部，组成纵行，但不明显。一列小疣从口角后方沿着头侧脊棱到吻端。颈褶不明显，咽喉部有大小几乎一致的光滑疣粒。体侧、体背面和尾部均有不同大小、分布不均匀的疣粒。腹部呈横缝纹状，具很小的疣粒，略突出于皮肤之上。背鳍褶明显，起于体侧最后的一个纽扣状瘰粒处。前肢向前伸贴头侧时，指末端超过吻端；后肢前伸贴体时，趾端达腋部至胯部之间的1/2部位。整个身体为一致的棕黑色，仅吻、上下唇、咽喉部和四肢腹面色较浅，呈橄榄褐色。尾两侧为浅褐色，尾下面为暗橘褐色。[2],,红瘰疣螈生活在海拔1000米～2400米林木繁茂、杂草丛生及其水稻田附近的山区。成螈营陆栖生活。非繁殖期多栖息在林间草丛下或阴湿环境中，觅食昆虫及其他小动物,西藏，云南，广西,越南，泰国，缅甸，印度，不丹，尼泊尔,极危,种群动态：中国：张玉霞1985-1986年， 在广西桂林独秀峰下南边及独秀峰北边的孔明台处， 采到6条成体标本。1998 年5 月元江县2次考察共采获红瘰疣螈标本7条。2009年中国重点陆生野生动物资源调查结果显示，云南有68，000条，西藏有5，000条。
054-豚鹿,http://localhost:8000/info/static/animals/054-豚鹿.txt,《豚鹿》,豚鹿,哺乳纲,偶蹄目,鹿科,中等大小的鹿，体重约30-50kg，体长100-140cm，四肢粗短，肩高约60-70cm。雄性具细小长形的三叉角。体背、体侧淡褐或暗黄褐色，成体体背两侧常有纵行排列的黄白色斑点，体下侧的斑点分布不太规则。四肢外侧亦有4-5列较模糊的斑点。额、喉灰白色、尾背暗褐，尾下灰白。我国的豚鹿（A. p. annamiticus)体形较大，夏毛体斑不太明显。,生境与习性 豚鹿是典型的东南亚热带喜水性鹿类，主要栖于海拔500-800m的江河两岸及其附近长有蒿草(芦苇)的沼泽湿地。很少进入离河岸较远的山地森林活动。白天常隐于湿地内高草丛或芦苇丛中，以芦苇的茎叶以及水草为主食，尤喜食马鹿草，常到烧荒后再生的嫩苇草处觅食。偶尔到农田附近吃瓜、菜、大豆等作物。豚鹿性喜独居，但在发情季节和采食场常集成临时的小群，每群数只到10余只不等。交配期约在每年的11-12月。孕期220-230天。产仔期约在次年的8-10月，1年1胎，每胎1-2仔。半月龄的幼仔就可离开母兽活动和觅食。豚鹿的听觉和嗅觉非常灵敏。昼伏夜出。运动快捷，既善于穿越草灌丛，也能跳越障碍。,体长100-140cm,,云南,巴基斯坦，印度，尼泊尔，不丹，缅甸，泰国，老挝，越南，柬埔寨,,种群现状 50-60年代豚鹿在云南西南部(耿马、西盟)被发现(收购到角和皮)。 在耿马地区，估计有10余只（彭鸿授等，1962)。3年后，杨德华等(1965)调查，仅发现4只。80年代末期再作调查时，耿马地区已经绝迹。西盟边境地区是否还有残存尚不清楚。据群众反映，南丁河上游的镇康、云县和临沧可能有分布，但未经证实。致危因素 主要是栖息生境被完全破坏。70年代中后期，孟定南丁河地区开办农场，彻底毁坏了豚鹿的栖息生境，豚鹿失去了最基本的生存条件，另外，猎捕也是造成豚鹿在野外绝迹的因素。饲养情况 国内一些大的动物园如北京动物园和上海动物园等都有饲养，在饲养条件下能繁殖，都养有一个繁殖群（约10余只）。现有保护措施 豚鹿已被列为我国国家 I 级重点保护野生动物。但因此种在我国的分布已属其分布区的边缘，数量稀少，尤应加强宣传教育和严格禁猎。保护措施建议 对有可能生存残余种群的南丁河上游地区和西盟进行调查，查实豚鹿是否在野外还有残存；必要时可考虑从动物园或国外引进种源，在云南西南部适宜生境进行野外放养，恢复野外种群，但此举必须经过严格的科学论证和周密的计划。
055-裸腹盲鲃,http://localhost:8000/info/static/animals/055-裸腹盲鲃.txt,《裸腹盲鲃》,裸腹盲鲃,硬骨鱼纲,鲤形目,鲤科,体延长，前躯略平扁，体高略小于体宽，胸腹部平坦，背鳍以后逐渐侧扁。头中等大，头高小于头宽。吻圆钝，稍前突，端部光滑。吻皮下包，使上唇仅露边缘。口亚下位，呈弧形。下颌联合处有一小突起，上颌无相应的缺刻。须2对，约等长。前鼻孔具短管，前后鼻孔之间的鼻瓣高出管壁。眼仅留痕迹，眼窝凹陷，内被脂肪组织充塞或仅留针尖小孔，孔底黑色，为眼球所在，已无视觉功能。鳃盖膜在鼻孔后缘的下方与峡部相连。鳞中等大，较薄。前背及胸腹部裸露无鳞。侧线孔自鳃孔上角徐缓下弯后平直延伸至尾鳍基中央。背鳍外缘近平截，末根不分枝鳍条不成硬刺，末端分节；背鳍不及头长，大于胸鳍长；起点距吻端小于距尾鳍基。胸鳍和腹鳍平展，与胸腹部在同一平面上。胸鳍末端不达腹鳍起点，相距约5枚鳞片。腹鳍起点在背鳍起点之后下方，距胸鳍起点等于距臀鳍基后端，末端达臀鳍起点。臀鳍紧接肛门之后，外缘平截，起点距腹鳍起点较尾鳍基近。尾鳍叉形，末端略钝。鳃耙三角形。下咽齿顶端尖，咀嚼面倾斜。鳔2室，后室几伸达腹鳍起点。生活时身体半透明，内脏可见，脊椎及鳃裂呈现红色。福尔马林浸泡后全身变成乳白色。,,,,云南,,濒危,
056-雪兔,http://localhost:8000/info/static/animals/056-雪兔.txt,《雪兔》,雪兔,哺乳纲,兔形目,兔科,雪兔（拉丁学名：lepus timidus），是寒带、亚寒带代表动物之一，是一类个体较大的野兔，体长一般在510毫米左右。耳朵短，尾巴亦短，是中国九种野兔（其余八种为东北兔、东北黑兔、华南兔、草兔、高原兔、塔里木兔、云南兔和海南兔）中尾巴最短的。雪兔为了适应冬季严寒的雪地生活环境，冬天毛色变白，直到毛的根部；耳尖和眼圈黑褐色；前后脚掌淡黄色；夏天毛色变深，多呈赤褐色，是中国唯一冬毛变白的野兔。,雪兔躯体略大于草兔。体长46-65cm，尾长4.3-8cm，体重为2-6kg。耳朵较家兔为短，这是因为在寒冷的地带不仅不需要布满毛细血管的大耳朵来散热，而且要常常将耳朵紧紧地贴在背上，以保存热量。它的眼睛很大，置于头的两侧，为其提供了大范围的视野，可以同时前视、后视、侧视和上视，真可谓眼观六路。但唯一的缺欠是眼睛间的距离太大，要靠左右移动面部才能看清物体，在快速奔跑时，往往来不及转动面部，所以常常撞墙、撞树，“守株待兔”的寓言故事恐怕就取材于此。它的尾短而宽，略呈圆形。雪兔的腿肌发达而有力，前腿较短，具5趾，后腿较长，具4趾，脚下的毛多而蓬松，适于跳跃前进。鼻腔也大，下门齿长而坚固，这些既是对寒冷地域的适应，也表明它是更为进化的物种。 [1] 毛色冬夏差异很大。冬毛长而密，体侧与腹部毛最长，全身呈雪白色，厚密而柔软，体侧的毛长达5厘米，仅有耳尖和眼圈为黑褐色。。夏毛较体毛为淡栗褐色并杂有黑色毛尖针毛，头顶及耳背部杂有大量的黑褐色短毛，耳尖呈黑褐色，喉部、胸部及前后肢的外侧为淡黄褐色，颏、腹部及四肢内侧为纯白色，前肢脚掌的刷毛呈浅栗色，尾的背面有褐色斑纹。雪兔冬季毛色变白，主要由于换毛所致。换毛受光照的影响：光照减少，开始换毛，毛色变白；每天的光照时间增加，也开始换毛，由白色换成棕色冬天的雪兔毛色雪白的夏毛。换毛的顺序是由体侧、大腿和肩部开始，向上朝着脊背部的方向换，最后头部换毛；先换针毛，后换绒毛。雪兔毛长而绒厚，足底毛长呈刷状，便于在雪地上行走防滑。 [2],体长46-65cm，尾长4.3-8cm,栖息于寒温带或亚寒带针叶林区的沼泽地的边缘、河谷的芦苇丛、柳树丛中及白杨林中，是寒带和亚寒带森林的代表性动物之一,黑龙江，内蒙古，新疆,奥地利，白俄罗斯，爱沙尼亚，芬兰，法国，德国，爱尔兰，意大利，日本，哈萨克斯坦，拉脱维亚，列支敦士登，立陶宛，蒙古，挪威，波兰，俄罗斯，斯洛文尼亚，瑞典，瑞士，乌克兰，英国，丹麦,易危,种群现状：因雪兔的毛色随四季的变化而不同，是唯一冬毛变白的野兔，极具观赏性且市场上尚无雪兔产品，因此偷猎、走私、非法交易雪兔现象非常严重。中国的野生种群数量有待进一步调查。据1977-1979年资料，估计分布于大兴安岭地区的雪兔数量可达几万只。20世纪80年代初，大兴安岭林区每年收购雪兔皮约6、7千张。 [8]  [10]
057-细痣疣螈,http://localhost:8000/info/static/animals/057-细痣疣螈.txt,《细痣疣螈》,细痣疣螈,两栖纲,有尾目,蝾螈科,细痣疣螈，属两栖纲、有尾目、蝾螈科。又名疣螈、黑痣疣螈。成年细痣疣螈体长11—15厘米。栖息于海拔500一1500米的山间密林地带，静水塘及其附近潮湿的腐叶中或树根下的土洞内，中低山区和林原水塘积水区。繁殖季节过后离开水塘，常栖于山坡植物根部或上穴内。分布于越南北部，在中国主要分布于的广东、广西以及西部的四川、贵州、甘肃等省。中国国家二级保护动物。,细痣疣螈皮肤粗糙，有大的疣粒，似细痣，在产地还俗称为山腊狗。体长12—14厘米，尾长5—7厘米。雌性比雄性的体形略大。头部扁平，宽度大于长度，躯干浑圆或略扁，尾鳍褶弱，末端钝尖。吻部为梯形，吻端平切，鼻孔近吻端，唇缘平直，没有唇褶，口角距眼后角下后方较远，上下颌有细齿，犁骨齿“八”形，前端会合或略分开，位于二内鼻孔之间，向后外侧斜行；舌小，卵圆形，前后端与口腔底部粘连，两侧游离。四肢较细而长，前后肢几等长；前肢前伸指末端达鼻孔；前后肢贴体相对时，指、趾端相遇或略重叠；前肢共有4指，指长顺序为3、2、4、1，第一、四指几相等；后肢有5趾，趾长顺序3、4、2、5、1；指、趾较为扁平，末端钝圆。尾短于头和身体的长度，尾很侧扁，尾肌不发达，背鳍褶较宽而薄，起始于尾基部；腹鳍褶窄而厚；肛部略隆起，肛孔为长裂形。皮肤极粗糙，除唇缘、指、趾及尾下缘光滑外，周身满布瘰粒和疣粒，头侧脊棱极显著，自吻端向两侧经过上眼睑内侧与耳后腺相连，耳后腺后端向内弯曲，头顶部因此显得凹陷，中间有“V”形脊棱与背正中脊棱相连；沿体两侧各有一排规则的圆形瘰粒13一16枚，一般瘰粒间界限分明，近尾部至尾基部的瘰粒逐递变小至不显著；颈褶明显；胸腹部有细密横皱纹。除指、趾、肛外缘及尾下缘为桔红色外，一般全身均为黑褐色，个别呈棕褐色。腹面青石板色。雄性的第二性征表现在肛裂长，其长度大约等于鼻间距，肛孔内壁有小乳突，后部较多；雌性的肛裂短，在繁殖季节隆起略成小丘状。,体长12—14厘米，尾长5—7厘米,细痣疣螈产卵产在水塘边坡地上的腐烂落叶之中,广西，贵州，湖南，安徽,越南,濒危,
058-柳雷鸟,http://localhost:8000/info/static/animals/058-柳雷鸟.txt,《柳雷鸟》,柳雷鸟,鸟纲,鸡形目,松鸡科,柳雷鸟（学名：Lagopus lagopus）：有17个亚种，在松鸡家族中是一种中等体型的鸟，体重400-810克，体长380-410毫米。翅短圆，除第1枚外，初级飞羽的基部均有缺刻；尾羽16枚，尾长适中，末端稍圆，中央尾羽较其他尾羽稍高；腋羽很长；雌雄的冬羽大都白色；跗蹠被羽到趾，夏季趾均裸露，仅具短而不规则的毛。雌雄的冬羽均为白色，仅尾羽黑色，飞羽的羽干亦黑，跗蹠被羽到趾。其他季节体羽多变，但大都为栗棕色或棕黄色，具有各种暗色斑纹及斑点。,柳雷鸟体长36-45毫米，雄鸟体长及体重均大于雌鸟。成年雄鸟羽色华丽，前额黑色，面颊裸露为艳红色皮肤；头顶及颈浅褐色，颏、喉和颈部羽色浓绿色；耳羽黑色并现蓝绿彩金属光泽；颈下方有一白色颈环，故而得名“柳雷鸟”。柳雷鸟的体羽四季有变化。,体长380-410毫米,柳雷鸟生活在北极附近的冻原地带、冻原灌丛森林和多岩石的草甸地带，非常耐寒。,黑龙江,白俄罗斯，加拿大，捷克共和国，爱沙尼亚，芬兰，德国，爱尔兰，哈萨克斯坦，拉脱维亚，立陶宛，蒙古，挪威，俄罗斯联邦，西班牙，瑞典，英国，美国,无危,种群现状：该物种分布范围广，不接近物种生存的脆弱濒危临界值标准（分布区域或波动范围小于20000平方公里，栖息地质量，种群规模，分布区域碎片化），种群数量趋势稳定，因此被评价为无生存危机的物种。 [3]
059-黑长臂猿,http://localhost:8000/info/static/animals/059-黑长臂猿.txt,《黑长臂猿》,黑长臂猿,哺乳纲,灵长目,长臂猿科,体长约500毫米。前肢比后肢长，上臂长于前臂。 手细长且手和手指比脚和脚趾长。没有尾巴和颊囊，有两小块黑色臀胝。雌雄两性的颜色显然有别，雄猿全身黑色，但在幼小时，雌雄猿均呈淡棕色，头顶略带黑色，随着年龄的增长雄猿逐渐变黑，雌猿变为金黄色，头顶及后头部黑色不变。,树栖，极少下地，多在固定的范围内活动，有一定的活动路线。群栖每群10头左右。群中只有一雌成猿，其余均为年龄不同的雄猿。每日清早高声连续呜叫约10余分钟，在深山中回声甚为清晰。食物以树叶、花、果及昆虫为主，亦食小鸟和鸟卵，饮树叶上积水解渴。每年产仔一次，每胎1仔，怀孕期约7—8个月，雄猴9岁性成熟，寿命可达30余年。,体长约500毫米,,广东，云南，广西，长江三峡,,,解放初期数量较多，后来急剧减少。现已建立保护区，数量渐回升。可在动物园饲养，作为观赏动物
060-藏羚羊,http://localhost:8000/info/static/animals/060-藏羚羊.txt,《藏羚羊》,藏羚羊,哺乳纲,偶蹄目,牛科,藏羚羊体形也与黄羊相似，但比黄羊大，也显得健壮。体长为117-146厘米，尾长15-20厘米，肩高75-91厘米，体重45-60千克。通体的被毛都非常丰厚细密，呈淡黄褐色，略染一些粉红色，腹部、四肢内侧为白色，雄兽的面部和四肢的前缘为黑色或黑褐色。头部宽而长，雄兽的吻部粗壮多毛，上唇宽厚，没有眶下腺。鼻部肿胀而略微隆起，鼻腔宽阔，向两侧呈半球状鼓胀，鼻端被毛，鼻孔较大，略向下弯。每个鼻孔内还有1个小囊，其作用是为了帮助在空气稀薄的高原上进行呼吸，以利于快速奔跑。四肢强健而匀称，蹄子侧扁而尖。尾巴较短，端部尖细。鼠鼷部有两个对称的皮囊状鼠鼷腺，非常发达，能分泌有香味的黄褐色分泌物。雌兽没有角。雄兽有角，角形特殊，有20多个明显的横棱，细长似鞭，乌黑发亮，从头顶几乎垂直向上，仅光滑的角尖稍微有一点向内倾斜，长度一般为60厘米左右，最长的记录是72.4厘米，非常漂亮。因为两只角长得十分匀称，由侧面远远望去，却好像只有一只角，所以被称为“独角兽”或“一角兽”。 [4],,,栖息于海拔4600-6000米的荒漠草甸高原、高原草原等环境中，尤其喜欢水源附近的平坦草滩。藏羚羊生存的地区东西相跨达到1600公里，季节性迁徙是它们重要的生态特征。因为母羚羊的产羔地主要在乌兰乌拉湖、卓乃湖、可可西里湖，太阳湖等地。,新疆，青海，西藏,印度,濒危,栖息地面积仍在逐渐缩小。例如，西藏羌塘高原北部的双湖地区，原为无人区，分布有藏羚、藏野驴等珍稀动物，但从20世纪70年代中期起，则逐渐移民到双湖居住并放牧，使周围数百平方公里的适栖生境遭受人为干扰并沦为牧场。又如在青海西部乌兰乌拉湖及太阳湖－库赛湖一带，原来也是无人区，但在多年前，乌兰乌拉湖四周已有放牧活动；而后一较宽阔地域，则每年有成千上万的淘金者蜂拥而至，他们的挖金活动不仅破坏了原始植被，而且大大地加剧了人为的干扰，致使20000k㎡左右的地方很难见到藏羚的足迹；偷捕滥杀及走私现象迄今不但未能杜绝，藏羚的底绒非常细软，质地极佳，藏羚皮张的底绒售给不法商人的价格为1000元人民币/kg，或一张毛皮售价700元人民币。几经辗转，到一些国家竟高达数万美元。通常这些走私的藏羚毛皮或毛原料，通过各种手段运至尼泊尔、印度而最终到达意大利或法国等国家。高额的利润导致藏羚被大量猎杀，如1990年间，在青海省海西地区竟被杀死800只，占该区当年所盗猎的珍稀动物总只数的60%左右；青海境内的淘金者也时常捕猎藏羚，1989-1990年间约盗捕了1000多只。此外，在西藏及新疆南缘的滥杀现象仍时有发生，除作肉食外，还把雄羊犄角制作装饰品等等。其他威胁包括人类和饲养的家畜对藏羚羊的侵犯，人类活动对藏羚羊迁徙和活动的干扰，以及对藏羚羊栖息地的侵占。虽然藏羚羊分布区是人烟稀少、气候恶劣的高寒地区，但盗猎者手持武器、不断涌入藏羚羊栖息地或守候在藏羚羊迁徙路线上屠杀藏羚羊。根据中国有关部门近年来查获的藏羚羊皮、绒数量和各有关单位在藏羚羊分布区发现的藏羚羊尸骸情况分析，在1980-2005年的二十多年间，被盗猎的藏羚羊数量平均在20000头左右。此外，由于盗猎活动的严重干扰，藏羚羊原有的活动规律被扰乱，对种群繁衍造成严重影响。
061-大灵猫,http://localhost:8000/info/static/animals/061-大灵猫.txt,《大灵猫》,大灵猫,哺乳纲,食肉目,灵猫科,大灵猫体形细长，比家猫大得多，大小与家犬相似，成年体重6～10千克，体长60～80厘米，最长可达100厘米。头略尖，耳小，额部较宽阔，吻部稍突，前足第三、四趾有皮瓣构成的爪。体毛为棕灰色，带有黑褐色斑纹，口唇灰白色，额、眼周围有灰白色小麻斑。背中央至尾基有一条黑色的由粗硬鬃毛组成的纵纹，颈侧和喉部有3条显著的波状黑领纹，其间夹有白色宽纹，腹毛浅灰色。四肢较短，黑褐色，尾长超过体长的一半，尾具5～6条黑白相间的色环，末端黑色。 [2] 大灵猫的雄兽在睾丸与阴茎之间，雌兽在肛门下面的会阴部附近都有一对发达的囊状芳香腺，雄兽开启的香囊呈梨形，囊内壁的前部有一条纵嵴，两侧有3-4条皱褶，后部每侧有两个又深又大的凹陷，内壁生有短的茸毛；雌兽开启的的香囊大多呈方形，内壁的正中仅有一条凹沟，两侧各有一条浅沟。香囊中缝的开口处能分泌出油液状的灵猫香，起着动物外激素的作用。 [3],,,大灵猫主要栖息于海拔2100米以下的丘陵、山地等地带的热带雨林、亚热带常绿阔叶林的林缘灌木丛、草丛中，并选择岩穴、土洞或树洞作为栖息位点。[3,甘肃，四川，陕西，安徽，浙江，福建，江西，湖北，湖南，广东，海南，广西，贵州，云南，西藏,印度尼西亚，印度，孟加拉，不丹，锡金，尼泊尔，缅甸，柬埔寨，老挝，马来西亚，泰国，越南,近危,20世纪50年代中国大灵猫的资源估计超过20万只，后经长期过度捕杀，种群数量逐年迅速下降，至20世纪80年代初中国大灵猫的自然种群不足2万只，至20世纪90年代初，浙江、江西、安徽南部、贵州等地已十分罕见，大灵猫种群在我国已面临濒危。2007年江西齐云山自然保护区兽类资源调查与分析表明大灵猫为稀有种。在中国以外即使是在狩猎非常严重的老挝，也能偶尔被发现；在柬埔寨、越南和缅甸，它是相机追踪到最常见的哺乳动物；然而，在其他一些地区它已经大范围灭绝，种群趋势下降。 [5]
062-黑颈乌龟,http://localhost:8000/info/static/animals/062-黑颈乌龟.txt,《黑颈乌龟》,黑颈乌龟,爬行纲,龟鳖目,龟科,鉴别特征 体型较大。吻略突出于上喙，向内下侧斜切。甲桥宽，棕褐色或黑褐色，与腹甲颜色截然不同。背甲具一纵棱，无侧棱。形态描述 依据广西5雌6雄1幼共12号标本描述：背甲长123—257毫米，宽110—192毫米，头较大，宽30．5—61．5毫米，约为背甲宽的1／4—1／3，个别达1／2。吻呈圆锥状，略突出于上缘，吻端向内下侧斜切；上颚喙缘平直，无细齿；眼大，眶圆，眶间距较狭窄。背甲长椭圆形而平扁。后侧缘较前侧缘略宽；有一明显脊棱，无侧棱；颈盾1枚，钟形，小；椎盾5枚，偶有6枚者，第一枚五边形，第二至第四枚为六边形，宽大于长；肋盾4对，缘盾12对，偶有11或13对，体前、后端缘盾略向上翻翘；臀盾1对，呈矩形。甲桥宽厚而明显，具腋盾和胯盾。腹甲平坦，稍短于背甲，前缘平直，后缘凹缺深，呈“∧”形或月牙形；腹盾缝>股盾缝＞＜胸盾缝＞肛盾缝＞喉盾缝＞肱盾缝。四肢略平扁，前肢具若干排矩形的角质大鳞，后肢在胫蹠骨后部被小鳞；趾间全蹼。尾圆锥形，雌龟尾长约为背甲长的1／4 —1／3，雄龟及幼龟尾长约为背甲长的1／2。头颅骨有一骨质颧弓；方轭骨与眶后骨、轭骨切接；顶骨前缘呈“M”形，后方的延伸部不达上枕骨之末端；鳞骨后端锐角状；上枕骨后端平直。上颚咀嚼面宽阔，无中央嵴。骨质内鼻孔位于眼眶后半部的同一平面上。下颚左右齿骨的交角大于或等于90度；冠状骨高，与下颚长之比为1：2．2。椎板9枚，呈六边形，其短边位于前面；肋板8—9对；缘板11—12对。腹甲与背甲以骨缝连接；腹板具发达的腋柱和胯柱，向上伸展至肋板外缘；肱胸盾缝于内腹板后部1／4—1／3处横切。背甲一般棕褐色或黑褐色，有些个体每一盾片的中央部色较浅淡。腹甲棕黄色，缀有不规则的棕褐色斑纹。甲桥棕褐色、黑褐色或棕灰色，与腹甲颜色明显不同。雌性个体的头、四肢、尾及身体柔软部分均为黑色或黑灰色；头腹面色浅，有不规则的黄色斑纹，下颚后缘的斑纹有时呈弧形，咽喉部常有2条黄色的短纵纹，头侧有深色镶边的暗黄色条纹，分别由鼓膜上下后伸至颈部；肱、股腹面与身体相连处黄色，尾基腹面亦具黄色的纵纹，四肢前缘的大鳞黑色。雄性个体头、背栗棕色或棕褐色；上下喙、颈侧和头、颈、肱、股的腹面以及与身体相连处柔软部均为鲜桔红色；四肢的两侧和前缘大鳞、蹼的腹面亦为红色或稍抹红；缘盾腹面棕褐色和桔红色交错成斑，其上覆有绛红色污斑；头侧有黑色边缘的淡红色纵纹，从眼后沿鼓膜上下分别向后延伸；尾背黑色，有3条暗红色纵纹，尾基腹面鲜红色，自泄殖腔开口至尾基有一条红色纵纹。,,背甲长123—257毫米，宽110—192毫米，头较大，宽30．5—61．5毫米，约为背甲宽的1／4—1／3，个别达1／2。,生活习性生活于丘陵、山区的流溪中，杂食性。卵生，每产仅2枚，壳坚，白色，卵径51毫米×27毫米。,广东，广西,,,
063-(长尾)狨鼠,http://localhost:8000/info/static/animals/063-(长尾)狨鼠.txt,《(长尾)狨鼠》,(长尾)狨鼠,哺乳纲,啮齿目,鼠科,中小型的一种野鼠，尾长显著大于体长。体背被栗棕色柔毛，间杂有长毛，嘴角有黑色长须，超过头长，耳基前后方有束状的棕黄色长毛。腹毛全白，尾棕褐色且被毛稀疏。前足4趾，后足5趾，其中第1趾与其余4趾相对，无爪而具扁甲，趾基部肉垫发达，这些都是适于攀缘的形态结构。,生境与习性 狨鼠是生活在热带和热带性地区的稀有鼠种之一。在丘陵的竹灌丛林中生活，能熟练地在树上和竹子上攀爬，筑巢在竹子上或地面有沟坎处，嗜食竹类，能消化粗糙的竹纤维。50年代海南岛那大地区附近都是林灌性质的干旱环境，也许它就是这种生境中的一种动物。目前这种环境已面目全非，再也难于查到它了。,,,海南,印支半岛，马来亚半岛,,
